session1,session2,label,volume1,volume2,volume_diff,dice,surface_dice,hd95,subject
ses-siteATTd1,ses-siteATTd4,17,4325.0,4325.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd4,18,1612.0,1612.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd4,26,648.0,648.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd4,28,4810.0,4810.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd4,49,9357.0,9357.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd4,50,4233.0,4233.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd4,51,5200.0,5200.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd4,52,2128.0,2128.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd4,53,4668.0,4668.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd4,54,1732.0,1732.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd4,58,727.0,727.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd4,60,4881.0,4881.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd4,1002,3581.0,3581.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd4,1006,1915.0,1915.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd4,1007,8783.0,8783.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd4,1008,16799.0,16799.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd4,1012,9521.0,9521.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd4,1014,5363.0,5363.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd4,1028,25407.0,25407.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd4,1030,16935.0,16935.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd4,1035,6594.0,6594.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd4,2002,2198.0,2198.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd4,2006,1850.0,1850.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd4,2007,9858.0,9858.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd4,2008,16983.0,16983.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd4,2012,9860.0,9860.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd4,2014,5474.0,5474.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd4,2028,29198.0,29198.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd4,2030,19128.0,19128.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd4,2035,6554.0,6554.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd5,10,9328.0,9328.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd5,11,4166.0,4166.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd5,12,5117.0,5117.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd5,13,2260.0,2260.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd5,17,4325.0,4325.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd5,18,1612.0,1612.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd5,26,648.0,648.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd5,28,4810.0,4810.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd5,49,9357.0,9357.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd5,50,4233.0,4233.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd5,51,5200.0,5200.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd5,52,2128.0,2128.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd5,53,4668.0,4668.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd5,54,1732.0,1732.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd5,58,727.0,727.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd5,60,4881.0,4881.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd5,1002,3581.0,3581.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd5,1006,1915.0,1915.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd5,1007,8783.0,8783.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd5,1008,16799.0,16799.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd5,1012,9521.0,9521.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd5,1014,5363.0,5363.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd5,1028,25407.0,25407.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd5,1030,16935.0,16935.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd5,1035,6594.0,6594.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd5,2002,2198.0,2198.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd5,2006,1850.0,1850.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd5,2007,9858.0,9858.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd5,2008,16983.0,16983.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd5,2012,9860.0,9860.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd5,2014,5474.0,5474.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd5,2028,29198.0,29198.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd5,2030,19128.0,19128.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd5,2035,6554.0,6554.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATV,10,9328.0,9328.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATV,11,4166.0,4166.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATV,12,5117.0,5117.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATV,13,2260.0,2260.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATV,17,4325.0,4325.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATV,18,1612.0,1612.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATV,26,648.0,648.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATV,28,4810.0,4810.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATV,49,9357.0,9357.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATV,50,4233.0,4233.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATV,51,5200.0,5200.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATV,52,2128.0,2128.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATV,53,4668.0,4668.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATV,54,1732.0,1732.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATV,58,727.0,727.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATV,60,4881.0,4881.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATV,1002,3581.0,3581.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATV,1006,1915.0,1915.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATV,1007,8783.0,8783.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATV,1008,16799.0,16799.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATV,1012,9521.0,9521.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATV,1014,5363.0,5363.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATV,1028,25407.0,25407.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATV,1030,16935.0,16935.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATV,1035,6594.0,6594.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATV,2002,2198.0,2198.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATV,2006,1850.0,1850.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATV,2007,9858.0,9858.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATV,2008,16983.0,16983.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATV,2012,9860.0,9860.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATV,2014,5474.0,5474.0,0.0,1.0,1.0,0.0,sub-01
