session1,session2,label,volume1,volume2,volume_diff,dice,surface_dice,hd95,subject
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteCOI.long.sub02_base_all_sites,2008,17526.0,17378.0,-148.0,0.787588815035526,0.9870485058742229,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteCOI.long.sub02_base_all_sites,2012,9163.0,9061.0,-102.0,0.821883230904302,0.9946695984843742,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteCOI.long.sub02_base_all_sites,2014,4959.0,4994.0,35.0,0.852607254094243,0.9973074956789559,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteCOI.long.sub02_base_all_sites,2028,26021.0,25076.0,-945.0,0.8122590367340549,0.9967724782749371,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteCOI.long.sub02_base_all_sites,2030,16149.0,16457.0,308.0,0.8432190394405937,0.995953914686481,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteCOI.long.sub02_base_all_sites,2035,6740.0,6774.0,34.0,0.8545212372354595,0.9969259301208758,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHKH.long.sub02_base_all_sites,10,6929.0,6977.0,48.0,0.973392780094923,0.998808242412716,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHKH.long.sub02_base_all_sites,11,4523.0,4423.0,-100.0,0.9682539682539683,0.9995733023602438,0.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHKH.long.sub02_base_all_sites,12,5714.0,5707.0,-7.0,0.9557832063742229,0.9996431365314121,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHKH.long.sub02_base_all_sites,13,1721.0,1592.0,-129.0,0.912767884092967,0.9887186006510296,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHKH.long.sub02_base_all_sites,17,3874.0,4079.0,205.0,0.9427888846975984,0.9969529964872101,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHKH.long.sub02_base_all_sites,18,2099.0,2099.0,0.0,0.9280609814197237,0.9970642536340498,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHKH.long.sub02_base_all_sites,26,767.0,779.0,12.0,0.9172056921086675,0.9996337786562361,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHKH.long.sub02_base_all_sites,28,4119.0,4228.0,109.0,0.9553132862106146,0.9993310450716981,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHKH.long.sub02_base_all_sites,49,7141.0,7215.0,74.0,0.968236277514628,0.9996098272052435,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHKH.long.sub02_base_all_sites,50,4686.0,4552.0,-134.0,0.9543191166919247,0.9997231857936463,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHKH.long.sub02_base_all_sites,51,5838.0,5450.0,-388.0,0.9472005669737774,0.9957826956389761,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHKH.long.sub02_base_all_sites,52,1653.0,1594.0,-59.0,0.8832768709578072,0.9966311699063845,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHKH.long.sub02_base_all_sites,53,4247.0,4370.0,123.0,0.9618196588139724,0.999074250377002,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHKH.long.sub02_base_all_sites,54,2206.0,2419.0,213.0,0.9111351351351351,0.947701107385047,1.4142135623730951,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHKH.long.sub02_base_all_sites,58,702.0,726.0,24.0,0.896358543417367,0.9994208948210641,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHKH.long.sub02_base_all_sites,60,4183.0,4260.0,77.0,0.9527419163804335,0.9994035895894836,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHKH.long.sub02_base_all_sites,1002,2806.0,2656.0,-150.0,0.9022336140607836,0.9939527854652574,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHKH.long.sub02_base_all_sites,1006,1248.0,1202.0,-46.0,0.8759183673469387,0.9872442369432145,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHKH.long.sub02_base_all_sites,1007,7544.0,7604.0,60.0,0.8901505149194613,0.9985259092922337,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHKH.long.sub02_base_all_sites,1008,13785.0,13756.0,-29.0,0.9321375403943212,0.999744441204264,0.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHKH.long.sub02_base_all_sites,1012,8975.0,8785.0,-190.0,0.911036036036036,0.9992737225196469,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHKH.long.sub02_base_all_sites,1014,4153.0,4112.0,-41.0,0.8980036297640653,0.9988060406907326,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHKH.long.sub02_base_all_sites,1028,24578.0,24320.0,-258.0,0.9025727023600147,0.9996479094058949,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHKH.long.sub02_base_all_sites,1030,17327.0,17274.0,-53.0,0.9292216987948325,0.9992088310443636,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHKH.long.sub02_base_all_sites,1035,6292.0,6159.0,-133.0,0.9170347763231869,0.9994520436853296,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHKH.long.sub02_base_all_sites,2002,2729.0,2633.0,-96.0,0.9101081685938083,0.9991659187140468,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHKH.long.sub02_base_all_sites,2006,1108.0,1012.0,-96.0,0.8622641509433963,0.968401461096846,1.4142135623730951,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHKH.long.sub02_base_all_sites,2007,8465.0,8351.0,-114.0,0.9087773549000951,0.9993527516523576,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHKH.long.sub02_base_all_sites,2008,17526.0,17432.0,-94.0,0.9319755134733109,0.9996279239149829,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHKH.long.sub02_base_all_sites,2012,9163.0,9076.0,-87.0,0.8878776248697845,0.9976168163534644,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHKH.long.sub02_base_all_sites,2014,4959.0,4921.0,-38.0,0.9093117408906882,0.9986973655801791,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHKH.long.sub02_base_all_sites,2028,26021.0,25863.0,-158.0,0.89942949656927,0.9993856435242781,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHKH.long.sub02_base_all_sites,2030,16149.0,15900.0,-249.0,0.9232113326468845,0.9985430135084146,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHKH.long.sub02_base_all_sites,2035,6740.0,6570.0,-170.0,0.9223140495867769,0.9991009308375043,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHUH.long.sub02_base_all_sites,10,6929.0,6705.0,-224.0,0.9661141264485844,0.9983100692133513,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHUH.long.sub02_base_all_sites,11,4523.0,4500.0,-23.0,0.9575529203147511,0.9993867519696105,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHUH.long.sub02_base_all_sites,12,5714.0,5770.0,56.0,0.9425287356321839,0.994909069104552,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHUH.long.sub02_base_all_sites,13,1721.0,1642.0,-79.0,0.9122807017543859,0.9948459331608562,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHUH.long.sub02_base_all_sites,17,3874.0,3949.0,75.0,0.9157612169244536,0.9944946695148222,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHUH.long.sub02_base_all_sites,18,2099.0,2072.0,-27.0,0.9120115080316471,0.98930826842765,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHUH.long.sub02_base_all_sites,26,767.0,730.0,-37.0,0.927187708750835,0.9994417994406246,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHUH.long.sub02_base_all_sites,28,4119.0,4131.0,12.0,0.9490909090909091,0.9994237235682925,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHUH.long.sub02_base_all_sites,49,7141.0,7141.0,0.0,0.9561686038369976,0.9980025817633031,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHUH.long.sub02_base_all_sites,50,4686.0,4570.0,-116.0,0.9557044079515989,0.999676215592682,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHUH.long.sub02_base_all_sites,51,5838.0,5879.0,41.0,0.9314670990867969,0.9960861045820202,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHUH.long.sub02_base_all_sites,52,1653.0,1603.0,-50.0,0.8685503685503686,0.9811913147188667,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHUH.long.sub02_base_all_sites,53,4247.0,4237.0,-10.0,0.9401225836869401,0.9978523821567848,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHUH.long.sub02_base_all_sites,54,2206.0,2195.0,-11.0,0.9311520109066121,0.9964958435146004,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHUH.long.sub02_base_all_sites,58,702.0,720.0,18.0,0.9240506329113924,0.999614725365596,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHUH.long.sub02_base_all_sites,60,4183.0,4066.0,-117.0,0.9370832828221602,0.9990468054820737,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHUH.long.sub02_base_all_sites,1002,2806.0,2491.0,-315.0,0.886161978478384,0.9996413229690714,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHUH.long.sub02_base_all_sites,1006,1248.0,1124.0,-124.0,0.806070826306914,0.9851073293475252,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHUH.long.sub02_base_all_sites,1007,7544.0,6514.0,-1030.0,0.7978375302318964,0.9872530134183712,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHUH.long.sub02_base_all_sites,1008,13785.0,12725.0,-1060.0,0.8542436816295738,0.9962610243504743,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHUH.long.sub02_base_all_sites,1012,8975.0,8403.0,-572.0,0.7899643227068708,0.977313490199216,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHUH.long.sub02_base_all_sites,1014,4153.0,3900.0,-253.0,0.7979634918663852,0.9836612098295375,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHUH.long.sub02_base_all_sites,1028,24578.0,22948.0,-1630.0,0.8660522661280141,0.9954307105210478,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHUH.long.sub02_base_all_sites,1030,17327.0,16363.0,-964.0,0.8204808548530721,0.9862525800385508,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHUH.long.sub02_base_all_sites,1035,6292.0,6083.0,-209.0,0.8686868686868687,0.9908282935317444,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHUH.long.sub02_base_all_sites,2002,2729.0,2391.0,-338.0,0.86875,0.9985396095819812,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHUH.long.sub02_base_all_sites,2006,1108.0,1000.0,-108.0,0.8140417457305503,0.9898282520782204,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHUH.long.sub02_base_all_sites,2007,8465.0,7407.0,-1058.0,0.8160282258064516,0.9934622493077094,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHUH.long.sub02_base_all_sites,2008,17526.0,16262.0,-1264.0,0.8727358825618563,0.9986746768279978,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHUH.long.sub02_base_all_sites,2012,9163.0,8574.0,-589.0,0.8220104865535321,0.9821482666004897,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHUH.long.sub02_base_all_sites,2014,4959.0,4394.0,-565.0,0.8292526462097722,0.9732491641036202,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHUH.long.sub02_base_all_sites,2028,26021.0,24190.0,-1831.0,0.8164346457947461,0.9811895098541956,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHUH.long.sub02_base_all_sites,2030,16149.0,15321.0,-828.0,0.8043851286939943,0.9755449312200282,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteHUH.long.sub02_base_all_sites,2035,6740.0,6616.0,-124.0,0.8817011081162025,0.9976675288216679,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteKPM.long.sub02_base_all_sites,10,6929.0,6361.0,-568.0,0.9426636568848759,0.9770401203769933,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteKPM.long.sub02_base_all_sites,11,4523.0,4475.0,-48.0,0.9637697266059124,0.9998591571571369,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteKPM.long.sub02_base_all_sites,12,5714.0,5419.0,-295.0,0.9478128087667296,0.9994718999225717,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteKPM.long.sub02_base_all_sites,13,1721.0,1727.0,6.0,0.9396751740139211,0.999763725617099,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteKPM.long.sub02_base_all_sites,17,3874.0,3611.0,-263.0,0.9202404809619239,0.9893214915942298,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteKPM.long.sub02_base_all_sites,18,2099.0,1977.0,-122.0,0.9249263984298332,0.9967381726621998,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteKPM.long.sub02_base_all_sites,26,767.0,698.0,-69.0,0.89419795221843,0.9981359401489359,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteKPM.long.sub02_base_all_sites,28,4119.0,4019.0,-100.0,0.9316785450970755,0.9961375101707818,1.0,sub-02
